firstname,lastname,country,disciplin_id,chance,desc
Team,Italy - Short-Track Men,ita,short-track-relay-men,2,
Team,Japan - Short-Track Men,jpn,short-track-relay-men,1,
Team,USA - Short-Track Men,usa,short-track-relay-men,2,
Team,Canada - Short-Track Mixed,can,short-track-mixed-team-relay,4,
Team,Netherlands - Short-Track Mixed,ned,short-track-mixed-team-relay,3,
Team,Italy - Short-Track Mixed,ita,short-track-mixed-team-relay,2,
Team,Korea - Short-Track Mixed,kor,short-track-mixed-team-relay,2,
Team,China - Short-Track Mixed,chn,short-track-mixed-team-relay,2,
Team,USA - Short-Track Mixed,usa,short-track-mixed-team-relay,1,
Team,Poland - Short-Track Mixed,pol,short-track-mixed-team-relay,1,
Kim,Meylemans,bel,skeleton-women,4,The new queen of the sport; her 2026 Crystal Globe win makes her the most reliable bet for a medal in Milan.
Jacqueline,Pfeifer,ger,skeleton-women,4,Germany's top hope; her win on the Olympic track in Cortina three months ago makes her the tactical benchmark for the field.
Janine,Flock,aut,skeleton-women,2,"The veteran legend enters the final Olympic stretch in blistering form, having reclaimed the World Cup overall lead on January 2nd with a dominant second season victory in Winterberg."
Tabitha,Stoecker,gbr,skeleton-women,1,"The ""Human Slingshot""; her start times are so much faster than the rest of the field that she often starts the drive with a 0.15-second advantage."
Kimberley,Bos,ned,skeleton-women,2,"The reigning 2025 World Champion and Beijing bronze medalist remains the technical benchmark of the field, though her 2026 season has been a battle of consistency as she aims to peak for the four-run Olympic marathon."
Anna,Fernstaedt,cze,skeleton-women,1,"The 2025 World Bronze medalist has carried her resurgence into the Olympic year, recently securing a calm and clinical Bronze in Winterberg (Jan 2, 2026) to cement her status as a top-five world threat."
Hannah,Neise,ger,skeleton-women,2,The defending champ; she is currently ranked lower than her teammates but has the mental fortitude to deliver under Olympic pressure.
Hallie,Clarke,can,skeleton-women,1,The prodigy; she is looking to become the youngest Olympic skeleton champion in history and has the world titles to prove she can do it.
Matt,Weston,gbr,skeleton-men,5,"The ""King of the Sled""; he enters Milan having won nearly 75% of the races he entered this season."
Marcus,Wyatt,gbr,skeleton-men,3,The 2024 European Champion enters Milan in peak form after finishing World #3 overall and winning the 2025/26 season finale in Altenberg with a record-setting performance.
Zheng,Yin,chn,skeleton-men,1,"he world's fastest starter; he will likely lead after the first 50 meters of every heat, forcing the Europeans to chase him down the track."
Axel,Jungk,ger,skeleton-men,2,"The Beijing 2022 silver medalist remains Germany's most consistent veteran threat, having secured an overall World #4 ranking after finishing the season with a dramatic three-way tie for silver in Altenberg."
Samuel,Maier,aut,skeleton-men,2,The reigning European Champion has established himself as a 2026 medal favorite by finishing World #5 overall and proving his mastery of the Olympic track with a silver medal at the Cortina season opener.
Jung,Seunggi,kor,skeleton-men,1,"South Korea’s top star successfully returned from a back injury to finish World #6 this season, highlighted by a bronze in Lillehammer and a strong 5th-place finish at the Cortina Olympic test event."
Christopher,Grotheer,ger,skeleton-men,2,"The big-game hunter; despite a lower world ranking (9th), his recent silver in Altenberg proves he has fixed his equipment issues just in time for his title defense."
Amedeo,Bagnis,ita,skeleton-men,1,"The ""Cortina Specialist""; he is the only non-British/German slider to have consistently reached the podium in the final month of the season."
Team,GBR 1 - Skeleton Mixed,gbr,skeleton-mixed-team,5,
Team,Germany 1 - Skeleton Mixed,ger,skeleton-mixed-team,3,
Team,USA 1 - Skeleton Mixed,usa,skeleton-mixed-team,2,
Team,Germany 2 - Skeleton Mixed,ger,skeleton-mixed-team,2,
Team,GBR 2 - Skeleton Mixed,gbr,skeleton-mixed-team,1,
Team,Austria 1 - Skeleton Mixed,aut,skeleton-mixed-team,1,
Team,Italy 1 - Skeleton Mixed,ita,skeleton-mixed-team,1,
Team,China 1 - Skeleton Mixed,chn,skeleton-mixed-team,1,
Nika,Prevc,slo,ski-jumping-large-hill-women,5,"The ""Slovenian Sensation""; she has 28 career wins at age 20 and is the only jumper who has won on every type of hill this season."
Nozomi,Maruyama,jpn,ski-jumping-large-hill-women,3,"Currently World #2 overall. After years of injury struggles, she has become the most consistent Large Hill threat to Prevc, frequently finishing in the top 3 this winter. She is ""high variance"" only because her telemark landings can be inconsistent under high pressure."
Anna,Stroem,nor,ski-jumping-large-hill-women,2,"The ""comeback queen"" who has surged into the World Top 4. She is a Large Hill specialist who thrives on the bigger, faster jumps and consistently pushes for the podium in the 130m+ range."
Abigail,Strate,can,ski-jumping-large-hill-women,2,"Canada’s new ""Air Ace""; her win in Oberstdorf three weeks ago proved she can beat Prevc head-to-head on a Large Hill."
Lisa,Eder,aut,ski-jumping-large-hill-women,2,Carrying the weight of Austria's podium hopes; she has transitioned from a supporting jumper to a consistent world-class leader this winter.
Selina,Freitag,ger,ski-jumping-large-hill-women,2,"Germany's top-ranked jumper (World #5). She enters Milan on the back of three consecutive podium finishes in January. She has a high-risk, high-reward style that makes her a major threat for a medal."
Agnes,Reisch,ger,ski-jumping-large-hill-women,1,"After years of battling injuries and fighting for a spot on the deep German roster, she is finally in the best form of her career; she is now Germany's ""third ace"" and a crucial part of their hunt for a Team Gold."
Zeng,Ping,chn,ski-jumping-large-hill-women,1,"The ""New Year's Surprise""; her silver in Germany has made her the dark horse that every top team is now watching closely."
Sara,Takanashi,jpn,ski-jumping-large-hill-women,1,The all-time wins leader. She is still a force on the Large Hill (ranked World #8) and remains the most experienced jumper in the field.
Nika,Prevc,slo,ski-jumping-normal-hill-women,5,"The ""Gold Standard""; she hasn't finished outside the top 2 in a Normal Hill event for over two months and enters Milan as the reigning World Champion."
Lisa,Eder,aut,ski-jumping-normal-hill-women,3,"Austria's new lead; she has narrowed the gap to Prevc significantly in January and is currently the world leader in ""style points"" for her landings."
Nozomi,Maruyama,jpn,ski-jumping-normal-hill-women,2,"Currently ranked World #2 overall. She is the technical master of the Japanese squad and thrives on Normal Hills, where her explosive take-off provides a significant advantage. She took Bronze in Zao (Jan 21) and is a constant presence on the podium."
Selina,Freitag,ger,ski-jumping-normal-hill-women,2,"The 2025 World Silver medalist. She has struggled with consistency in January, but her ""ceiling"" is incredibly high; if she clicks on the training jumps in Milan, she moves immediately into the 4-star category."
Abigail,Strate,can,ski-jumping-normal-hill-women,3,"While she prefers the Large Hill (where she won Silver in Sapporo today, Jan 24), Strate took Bronze on the Normal Hill in Zao this week. She is Canada's only medal hope following the injury to Alexandria Loutitt."
Anna,Stroem,nor,ski-jumping-normal-hill-women,1,"The 2025 World Bronze medalist. Strøm has been the anchor for Norway this season, consistently finishing in the 4th-6th range. She is a powerhouse on the Normal Hill and is arguably the best ""bad weather"" jumper in the top tier."
Agnes,Reisch,ger,ski-jumping-normal-hill-women,1,"The ""January Surprise""; she has transitioned from a team-event specialist to a genuine individual medal threat in the last three weeks."
Zeng,Ping,chn,ski-jumping-normal-hill-women,1,"The breakout star of the season who shocked the field with a Silver in Oberstdorf. While better on larger hills, her confidence is at an all-time high."
Katharina,Schmid,ger,ski-jumping-normal-hill-women,2,"The ""Olympic Legend""; she is looking to finally upgrade her two silvers to a gold in what is likely her final Games."
Domen,Prevc,slo,ski-jumping-normal-hill-men,5,"The ""Flight King""; following in his sister Nika's footsteps, he is looking to complete a historic family double-gold in Milan."
Ryoyu,Kobayashi,jpn,ski-jumping-normal-hill-men,3,"The ""Defending King""; he is purely focused on his own performance and has the rare ability to find an extra 2 meters of distance when the pressure is highest."
Jan,Hoerl,aut,ski-jumping-normal-hill-men,3,The breakout star of the Austrian team and current World #4. He finished as the runner-up in the Four Hills Tournament and has become the most consistent Normal Hill jumper in Europe. His technical precision on the take-off is currently unmatched.
Marius,Lindvik,nor,ski-jumping-normal-hill-men,1,"The ""Comeback King""; despite the controversy that stripped him of a World silver last year, his Normal Hill World Gold from 2025 confirms that when his equipment is legal, he is arguably the most precise jumper in the field."
Ren,Nikaido,jpn,ski-jumping-normal-hill-men,1,"The ""Silent Threat""; his technical consistency in January has proven that Japan has a second legitimate gold medal threat."
Daniel,Tschofenig,aut,ski-jumping-normal-hill-men,2,"The 2024/25 overall champion. While he has had a quieter season (World #6), his win in Bischofshofen on January 6 proved he still has the ""winning touch"" required for a major medal."
Stephan,Embacher,aut,ski-jumping-normal-hill-men,1,"The 19-year-old known as ""Bambi."" He nearly won the Innsbruck World Cup this month (finishing 3rd) and represents the next generation of Austrian stars who could steal a medal with a fearless performance."
Felix,Hoffmann,ger,ski-jumping-normal-hill-men,1,"Germany’s top-performing jumper in January. He surprised the field with an opening podium at the Four Hills and currently sits 9th in the world. He is the ""form"" pick for the German squad."
Anze,Lanisek,slo,ski-jumping-normal-hill-men,2,"Currently World #5 and the 2025 World Silver medalist. He is part of the ""Slovenian Wall"" that has dominated the podium this year. His style is built for the smaller Normal Hill where technical style points are the deciding factor."
Stefan,Kraft,aut,ski-jumping-normal-hill-men,2,"The ""G.O.A.T.""; he is looking for his first individual Olympic gold to complete the ""Grand Slam"" of ski jumping titles."
Philipp,Raimund,ger,ski-jumping-normal-hill-men,1,
Domen,Prevc,slo,ski-jumping-large-hill-men,5,"The ""Eagle of Slovenia""; he has won seven times this season and enters Milan looking to become the first man to win individual gold while his sister (Nika) does the same."
Jan,Hoerl,aut,ski-jumping-large-hill-men,3,"The overall runner-up of the Four Hills Tournament and current World #4. He has proven himself as the most consistent Large Hill jumper in the Austrian squad, possessing a technical ""glide"" that keeps him in the top 3 regardless of the hill profile."
Ryoyu,Kobayashi,jpn,ski-jumping-large-hill-men,3,"The ""Japanese King""; he is rounding into his best form in January and currently leads the world in average jump distance over the last three weeks."
Anze,Lanisek,slo,ski-jumping-large-hill-men,2,"The World #5 and a former Large Hill World Tour leader. He recently won the Large Hill event in Falun and provides Slovenia with a ""double-threat"" alongside Prevc. His flight style is incredibly aesthetic and consistently earns high style points from judges."
